13,11,20,0,13,16,7,13,3,17,13,0,0,14,10,14,14,19,16,23,15,1,18,12,23,0,6,23,15,18,22,8,19,17,5,10,15,12,3,9,10,0,20,20,17,18,23,1,17,5,17,18,3,22,10,0,0,10,15,22,16,17,22,21,21,5,0,23,11,11,6,21,18,9,5,6,4,8,20,23,19,0,5,5,10,5,21,14,15,14,5,6,5,9,8,16,0,17,9,13,0,3,11,19,23,10,3,0,19,22,7,4,22,9,1,11,7,9,0,20,8,21,16,22,19,11,21,3,23,23,6,2,19,6,21,16,16,20,20,19,7,19,0,19,1,16,2,5,22,23
14,12,21,1,14,17,8,14,4,18,14,1,1,15,11,15,15,20,17,0,16,2,19,13,0,1,7,0,16,19,23,9,20,18,6,11,16,13,4,10,11,1,21,21,18,19,0,2,18,6,18,19,4,23,11,1,1,11,16,23,17,18,23,22,22,6,1,0,12,12,7,22,19,10,6,7,5,9,21,0,20,1,6,6,11,6,22,15,16,15,6,7,6,10,9,17,1,18,10,14,1,4,12,20,0,11,4,1,20,23,8,5,23,10,2,12,8,10,1,21,9,22,17,23,20,12,22,4,0,0,7,3,20,7,22,17,17,21,21,20,8,20,1,20,2,17,3,6,23,0
15,13,22,2,15,18,9,15,5,19,15,2,2,16,12,16,16,21,18,1,17,3,20,14,1,2,8,1,17,20,0,10,21,19,7,12,17,14,5,11,12,2,22,22,19,20,1,3,19,7,19,20,5,0,12,2,2,12,17,0,18,19,0,23,23,7,2,1,13,13,8,23,20,11,7,8,6,10,22,1,21,2,7,7,12,7,23,16,17,16,7,8,7,11,10,18,2,19,11,15,2,5,13,21,1,12,5,2,21,0,9,6,0,11,3,13,9,11,2,22,10,23,18,0,21,13,23,5,1,1,8,4,21,8,23,18,18,22,22,21,9,21,2,21,3,18,4,7,0,1
16,14,23,3,16,19,10,16,6,20,16,3,3,17,13,17,17,22,19,2,18,4,21,15,2,3,9,2,18,21,1,11,22,20,8,13,18,15,6,12,13,3,23,23,20,21,2,4,20,8,20,21,6,1,13,3,3,13,18,1,19,20,1,0,0,8,3,2,14,14,9,0,21,12,8,9,7,11,23,2,22,3,8,8,13,8,0,17,18,17,8,9,8,12,11,19,3,20,12,16,3,6,14,22,2,13,6,3,22,1,10,7,1,12,4,14,10,12,3,23,11,0,19,1,22,14,0,6,2,2,9,5,22,9,0,19,19,23,23,22,10,22,3,22,4,19,5,8,1,2
17,15,0,4,17,20,11,17,7,21,17,4,4,18,14,18,18,23,20,3,19,5,22,16,3,4,10,3,19,22,2,12,23,21,9,14,19,16,7,13,14,4,0,0,21,22,3,5,21,9,21,22,7,2,14,4,4,14,19,2,20,21,2,1,1,9,4,3,15,15,10,1,22,13,9,10,8,12,0,3,23,4,9,9,14,9,1,18,19,18,9,10,9,13,12,20,4,21,13,17,4,7,15,23,3,14,7,4,23,2,11,8,2,13,5,15,11,13,4,0,12,1,20,2,23,15,1,7,3,3,10,6,23,10,1,20,20,0,0,23,11,23,4,23,5,20,6,9,2,3
18,16,1,5,18,21,12,18,8,22,18,5,5,19,15,19,19,0,21,4,20,6,23,17,4,5,11,4,20,23,3,13,0,22,10,15,20,17,8,14,15,5,1,1,22,23,4,6,22,10,22,23,8,3,15,5,5,15,20,3,21,22,3,2,2,10,5,4,16,16,11,2,23,14,10,11,9,13,1,4,0,5,10,10,15,10,2,19,20,19,10,11,10,14,13,21,5,22,14,18,5,8,16,0,4,15,8,5,0,3,12,9,3,14,6,16,12,14,5,1,13,2,21,3,0,16,2,8,4,4,11,7,0,11,2,21,21,1,1,0,12,0,5,0,6,21,7,10,3,4
19,17,2,6,19,22,13,19,9,23,19,6,6,20,16,20,20,1,22,5,21,7,0,18,5,6,12,5,21,0,4,14,1,23,11,16,21,18,9,15,16,6,2,2,23,0,5,7,23,11,23,0,9,4,16,6,6,16,21,4,22,23,4,3,3,11,6,5,17,17,12,3,0,15,11,12,10,14,2,5,1,6,11,11,16,11,3,20,21,20,11,12,11,15,14,22,6,23,15,19,6,9,17,1,5,16,9,6,1,4,13,10,4,15,7,17,13,15,6,2,14,3,22,4,1,17,3,9,5,5,12,8,1,12,3,22,22,2,2,1,13,1,6,1,7,22,8,11,4,5
20,18,3,7,20,23,14,20,10,0,20,7,7,21,17,21,21,2,23,6,22,8,1,19,6,7,13,6,22,1,5,15,2,0,12,17,22,19,10,16,17,7,3,3,0,1,6,8,0,12,0,1,10,5,17,7,7,17,22,5,23,0,5,4,4,12,7,6,18,18,13,4,1,16,12,13,11,15,3,6,2,7,12,12,17,12,4,21,22,21,12,13,12,16,15,23,7,0,16,20,7,10,18,2,6,17,10,7,2,5,14,11,5,16,8,18,14,16,7,3,15,4,23,5,2,18,4,10,6,6,13,9,2,13,4,23,23,3,3,2,14,2,7,2,8,23,9,12,5,6
21,19,4,8,21,0,15,21,11,1,21,8,8,22,18,22,22,3,0,7,23,9,2,20,7,8,14,7,23,2,6,16,3,1,13,18,23,20,11,17,18,8,4,4,1,2,7,9,1,13,1,2,11,6,18,8,8,18,23,6,0,1,6,5,5,13,8,7,19,19,14,5,2,17,13,14,12,16,4,7,3,8,13,13,18,13,5,22,23,22,13,14,13,17,16,0,8,1,17,21,8,11,19,3,7,18,11,8,3,6,15,12,6,17,9,19,15,17,8,4,16,5,0,6,3,19,5,11,7,7,14,10,3,14,5,0,0,4,4,3,15,3,8,3,9,0,10,13,6,7
22,20,5,9,22,1,16,22,12,2,22,9,9,23,19,23,23,4,1,8,0,10,3,21,8,9,15,8,0,3,7,17,4,2,14,19,0,21,12,18,19,9,5,5,2,3,8,10,2,14,2,3,12,7,19,9,9,19,0,7,1,2,7,6,6,14,9,8,20,20,15,6,3,18,14,15,13,17,5,8,4,9,14,14,19,14,6,23,0,23,14,15,14,18,17,1,9,2,18,22,9,12,20,4,8,19,12,9,4,7,16,13,7,18,10,20,16,18,9,5,17,6,1,7,4,20,6,12,8,8,15,11,4,15,6,1,1,5,5,4,16,4,9,4,10,1,11,14,7,8
23,21,6,10,23,2,17,23,13,3,23,10,10,0,20,0,0,5,2,9,1,11,4,22,9,10,16,9,1,4,8,18,5,3,15,20,1,22,13,19,20,10,6,6,3,4,9,11,3,15,3,4,13,8,20,10,10,20,1,8,2,3,8,7,7,15,10,9,21,21,16,7,4,19,15,16,14,18,6,9,5,10,15,15,20,15,7,0,1,0,15,16,15,19,18,2,10,3,19,23,10,13,21,5,9,20,13,10,5,8,17,14,8,19,11,21,17,19,10,6,18,7,2,8,5,21,7,13,9,9,16,12,5,16,7,2,2,6,6,5,17,5,10,5,11,2,12,15,8,9
0,22,7,11,0,3,18,0,14,4,0,11,11,1,21,1,1,6,3,10,2,12,5,23,10,11,17,10,2,5,9,19,6,4,16,21,2,23,14,20,21,11,7,7,4,5,10,12,4,16,4,5,14,9,21,11,11,21,2,9,3,4,9,8,8,16,11,10,22,22,17,8,5,20,16,17,15,19,7,10,6,11,16,16,21,16,8,1,2,1,16,17,16,20,19,3,11,4,20,0,11,14,22,6,10,21,14,11,6,9,18,15,9,20,12,22,18,20,11,7,19,8,3,9,6,22,8,14,10,10,17,13,6,17,8,3,3,7,7,6,18,6,11,6,12,3,13,16,9,10
1,23,8,12,1,4,19,1,15,5,1,12,12,2,22,2,2,7,4,11,3,13,6,0,11,12,18,11,3,6,10,20,7,5,17,22,3,0,15,21,22,12,8,8,5,6,11,13,5,17,5,6,15,10,22,12,12,22,3,10,4,5,10,9,9,17,12,11,23,23,18,9,6,21,17,18,16,20,8,11,7,12,17,17,22,17,9,2,3,2,17,18,17,21,20,4,12,5,21,1,12,15,23,7,11,22,15,12,7,10,19,16,10,21,13,23,19,21,12,8,20,9,4,10,7,23,9,15,11,11,18,14,7,18,9,4,4,8,8,7,19,7,12,7,13,4,14,17,10,11
2,0,9,13,2,5,20,2,16,6,2,13,13,3,23,3,3,8,5,12,4,14,7,1,12,13,19,12,4,7,11,21,8,6,18,23,4,1,16,22,23,13,9,9,6,7,12,14,6,18,6,7,16,11,23,13,13,23,4,11,5,6,11,10,10,18,13,12,0,0,19,10,7,22,18,19,17,21,9,12,8,13,18,18,23,18,10,3,4,3,18,19,18,22,21,5,13,6,22,2,13,16,0,8,12,23,16,13,8,11,20,17,11,22,14,0,20,22,13,9,21,10,5,11,8,0,10,16,12,12,19,15,8,19,10,5,5,9,9,8,20,8,13,8,14,5,15,18,11,12
3,1,10,14,3,6,21,3,17,7,3,14,14,4,0,4,4,9,6,13,5,15,8,2,13,14,20,13,5,8,12,22,9,7,19,0,5,2,17,23,0,14,10,10,7,8,13,15,7,19,7,8,17,12,0,14,14,0,5,12,6,7,12,11,11,19,14,13,1,1,20,11,8,23,19,20,18,22,10,13,9,14,19,19,0,19,11,4,5,4,19,20,19,23,22,6,14,7,23,3,14,17,1,9,13,0,17,14,9,12,21,18,12,23,15,1,21,23,14,10,22,11,6,12,9,1,11,17,13,13,20,16,9,20,11,6,6,10,10,9,21,9,14,9,15,6,16,19,12,13
4,2,11,15,4,7,22,4,18,8,4,15,15,5,1,5,5,10,7,14,6,16,9,3,14,15,21,14,6,9,13,23,10,8,20,1,6,3,18,0,1,15,11,11,8,9,14,16,8,20,8,9,18,13,1,15,15,1,6,13,7,8,13,12,12,20,15,14,2,2,21,12,9,0,20,21,19,23,11,14,10,15,20,20,1,20,12,5,6,5,20,21,20,0,23,7,15,8,0,4,15,18,2,10,14,1,18,15,10,13,22,19,13,0,16,2,22,0,15,11,23,12,7,13,10,2,12,18,14,14,21,17,10,21,12,7,7,11,11,10,22,10,15,10,16,7,17,20,13,14
5,3,12,16,5,8,23,5,19,9,5,16,16,6,2,6,6,11,8,15,7,17,10,4,15,16,22,15,7,10,14,0,11,9,21,2,7,4,19,1,2,16,12,12,9,10,15,17,9,21,9,10,19,14,2,16,16,2,7,14,8,9,14,13,13,21,16,15,3,3,22,13,10,1,21,22,20,0,12,15,11,16,21,21,2,21,13,6,7,6,21,22,21,1,0,8,16,9,1,5,16,19,3,11,15,2,19,16,11,14,23,20,14,1,17,3,23,1,16,12,0,13,8,14,11,3,13,19,15,15,22,18,11,22,13,8,8,12,12,11,23,11,16,11,17,8,18,21,14,15
6,4,13,17,6,9,0,6,20,10,6,17,17,7,3,7,7,12,9,16,8,18,11,5,16,17,23,16,8,11,15,1,12,10,22,3,8,5,20,2,3,17,13,13,10,11,16,18,10,22,10,11,20,15,3,17,17,3,8,15,9,10,15,14,14,22,17,16,4,4,23,14,11,2,22,23,21,1,13,16,12,17,22,22,3,22,14,7,8,7,22,23,22,2,1,9,17,10,2,6,17,20,4,12,16,3,20,17,12,15,0,21,15,2,18,4,0,2,17,13,1,14,9,15,12,4,14,20,16,16,23,19,12,23,14,9,9,13,13,12,0,12,17,12,18,9,19,22,15,16
7,5,14,18,7,10,1,7,21,11,7,18,18,8,4,8,8,13,10,17,9,19,12,6,17,18,0,17,9,12,16,2,13,11,23,4,9,6,21,3,4,18,14,14,11,12,17,19,11,23,11,12,21,16,4,18,18,4,9,16,10,11,16,15,15,23,18,17,5,5,0,15,12,3,23,0,22,2,14,17,13,18,23,23,4,23,15,8,9,8,23,0,23,3,2,10,18,11,3,7,18,21,5,13,17,4,21,18,13,16,1,22,16,3,19,5,1,3,18,14,2,15,10,16,13,5,15,21,17,17,0,20,13,0,15,10,10,14,14,13,1,13,18,13,19,10,20,23,16,17
8,6,15,19,8,11,2,8,22,12,8,19,19,9,5,9,9,14,11,18,10,20,13,7,18,19,1,18,10,13,17,3,14,12,0,5,10,7,22,4,5,19,15,15,12,13,18,20,12,0,12,13,22,17,5,19,19,5,10,17,11,12,17,16,16,0,19,18,6,6,1,16,13,4,0,1,23,3,15,18,14,19,0,0,5,0,16,9,10,9,0,1,0,4,3,11,19,12,4,8,19,22,6,14,18,5,22,19,14,17,2,23,17,4,20,6,2,4,19,15,3,16,11,17,14,6,16,22,18,18,1,21,14,1,16,11,11,15,15,14,2,14,19,14,20,11,21,0,17,18
9,7,16,20,9,12,3,9,23,13,9,20,20,10,6,10,10,15,12,19,11,21,14,8,19,20,2,19,11,14,18,4,15,13,1,6,11,8,23,5,6,20,16,16,13,14,19,21,13,1,13,14,23,18,6,20,20,6,11,18,12,13,18,17,17,1,20,19,7,7,2,17,14,5,1,2,0,4,16,19,15,20,1,1,6,1,17,10,11,10,1,2,1,5,4,12,20,13,5,9,20,23,7,15,19,6,23,20,15,18,3,0,18,5,21,7,3,5,20,16,4,17,12,18,15,7,17,23,19,19,2,22,15,2,17,12,12,16,16,15,3,15,20,15,21,12,22,1,18,19
10,8,17,21,10,13,4,10,0,14,10,21,21,11,7,11,11,16,13,20,12,22,15,9,20,21,3,20,12,15,19,5,16,14,2,7,12,9,0,6,7,21,17,17,14,15,20,22,14,2,14,15,0,19,7,21,21,7,12,19,13,14,19,18,18,2,21,20,8,8,3,18,15,6,2,3,1,5,17,20,16,21,2,2,7,2,18,11,12,11,2,3,2,6,5,13,21,14,6,10,21,0,8,16,20,7,0,21,16,19,4,1,19,6,22,8,4,6,21,17,5,18,13,19,16,8,18,0,20,20,3,23,16,3,18,13,13,17,17,16,4,16,21,16,22,13,23,2,19,20
11,9,18,22,11,14,5,11,1,15,11,22,22,12,8,12,12,17,14,21,13,23,16,10,21,22,4,21,13,16,20,6,17,15,3,8,13,10,1,7,8,22,18,18,15,16,21,23,15,3,15,16,1,20,8,22,22,8,13,20,14,15,20,19,19,3,22,21,9,9,4,19,16,7,3,4,2,6,18,21,17,22,3,3,8,3,19,12,13,12,3,4,3,7,6,14,22,15,7,11,22,1,9,17,21,8,1,22,17,20,5,2,20,7,23,9,5,7,22,18,6,19,14,20,17,9,19,1,21,21,4,0,17,4,19,14,14,18,18,17,5,17,22,17,23,14,0,3,20,21
12,10,19,23,12,15,6,12,2,16,12,23,23,13,9,13,13,18,15,22,14,0,17,11,22,23,5,22,14,17,21,7,18,16,4,9,14,11,2,8,9,23,19,19,16,17,22,0,16,4,16,17,2,21,9,23,23,9,14,21,15,16,21,20,20,4,23,22,10,10,5,20,17,8,4,5,3,7,19,22,18,23,4,4,9,4,20,13,14,13,4,5,4,8,7,15,23,16,8,12,23,2,10,18,22,9,2,23,18,21,6,3,21,8,0,10,6,8,23,19,7,20,15,21,18,10,20,2,22,22,5,1,18,5,20,15,15,19,19,18,6,18,23,18,0,15,1,4,21,22
13,11,20,0,13,16,7,13,3,17,13,0,0,14,10,14,14,19,16,23,15,1,18,12,23,0,6,23,15,18,22,8,19,17,5,10,15,12,3,9,10,0,20,20,17,18,23,1,17,5,17,18,3,22,10,0,0,10,15,22,16,17,22,21,21,5,0,23,11,11,6,21,18,9,5,6,4,8,20,23,19,0,5,5,10,5,21,14,15,14,5,6,5,9,8,16,0,17,9,13,0,3,11,19,23,10,3,0,19,22,7,4,22,9,1,11,7,9,0,20,8,21,16,22,19,11,21,3,23,23,6,2,19,6,21,16,16,20,20,19,7,19,0,19,1,16,2,5,22,23
14,12,21,1,14,17,8,14,4,18,14,1,1,15,11,15,15,20,17,0,16,2,19,13,0,1,7,0,16,19,23,9,20,18,6,11,16,13,4,10,11,1,21,21,18,19,0,2,18,6,18,19,4,23,11,1,1,11,16,23,17,18,23,22,22,6,1,0,12,12,7,22,19,10,6,7,5,9,21,0,20,1,6,6,11,6,22,15,16,15,6,7,6,10,9,17,1,18,10,14,1,4,12,20,0,11,4,1,20,23,8,5,23,10,2,12,8,10,1,21,9,22,17,23,20,12,22,4,0,0,7,3,20,7,22,17,17,21,21,20,8,20,1,20,2,17,3,6,23,0
15,13,22,2,15,18,9,15,5,19,15,2,2,16,12,16,16,21,18,1,17,3,20,14,1,2,8,1,17,20,0,10,21,19,7,12,17,14,5,11,12,2,22,22,19,20,1,3,19,7,19,20,5,0,12,2,2,12,17,0,18,19,0,23,23,7,2,1,13,13,8,23,20,11,7,8,6,10,22,1,21,2,7,7,12,7,23,16,17,16,7,8,7,11,10,18,2,19,11,15,2,5,13,21,1,12,5,2,21,0,9,6,0,11,3,13,9,11,2,22,10,23,18,0,21,13,23,5,1,1,8,4,21,8,23,18,18,22,22,21,9,21,2,21,3,18,4,7,0,1
16,14,23,3,16,19,10,16,6,20,16,3,3,17,13,17,17,22,19,2,18,4,21,15,2,3,9,2,18,21,1,11,22,20,8,13,18,15,6,12,13,3,23,23,20,21,2,4,20,8,20,21,6,1,13,3,3,13,18,1,19,20,1,0,0,8,3,2,14,14,9,0,21,12,8,9,7,11,23,2,22,3,8,8,13,8,0,17,18,17,8,9,8,12,11,19,3,20,12,16,3,6,14,22,2,13,6,3,22,1,10,7,1,12,4,14,10,12,3,23,11,0,19,1,22,14,0,6,2,2,9,5,22,9,0,19,19,23,23,22,10,22,3,22,4,19,5,8,1,2
17,15,0,4,17,20,11,17,7,21,17,4,4,18,14,18,18,23,20,3,19,5,22,16,3,4,10,3,19,22,2,12,23,21,9,14,19,16,7,13,14,4,0,0,21,22,3,5,21,9,21,22,7,2,14,4,4,14,19,2,20,21,2,1,1,9,4,3,15,15,10,1,22,13,9,10,8,12,0,3,23,4,9,9,14,9,1,18,19,18,9,10,9,13,12,20,4,21,13,17,4,7,15,23,3,14,7,4,23,2,11,8,2,13,5,15,11,13,4,0,12,1,20,2,23,15,1,7,3,3,10,6,23,10,1,20,20,0,0,23,11,23,4,23,5,20,6,9,2,3
18,16,1,5,18,21,12,18,8,22,18,5,5,19,15,19,19,0,21,4,20,6,23,17,4,5,11,4,20,23,3,13,0,22,10,15,20,17,8,14,15,5,1,1,22,23,4,6,22,10,22,23,8,3,15,5,5,15,20,3,21,22,3,2,2,10,5,4,16,16,11,2,23,14,10,11,9,13,1,4,0,5,10,10,15,10,2,19,20,19,10,11,10,14,13,21,5,22,14,18,5,8,16,0,4,15,8,5,0,3,12,9,3,14,6,16,12,14,5,1,13,2,21,3,0,16,2,8,4,4,11,7,0,11,2,21,21,1,1,0,12,0,5,0,6,21,7,10,3,4
19,17,2,6,19,22,13,19,9,23,19,6,6,20,16,20,20,1,22,5,21,7,0,18,5,6,12,5,21,0,4,14,1,23,11,16,21,18,9,15,16,6,2,2,23,0,5,7,23,11,23,0,9,4,16,6,6,16,21,4,22,23,4,3,3,11,6,5,17,17,12,3,0,15,11,12,10,14,2,5,1,6,11,11,16,11,3,20,21,20,11,12,11,15,14,22,6,23,15,19,6,9,17,1,5,16,9,6,1,4,13,10,4,15,7,17,13,15,6,2,14,3,22,4,1,17,3,9,5,5,12,8,1,12,3,22,22,2,2,1,13,1,6,1,7,22,8,11,4,5
20,18,3,7,20,23,14,20,10,0,20,7,7,21,17,21,21,2,23,6,22,8,1,19,6,7,13,6,22,1,5,15,2,0,12,17,22,19,10,16,17,7,3,3,0,1,6,8,0,12,0,1,10,5,17,7,7,17,22,5,23,0,5,4,4,12,7,6,18,18,13,4,1,16,12,13,11,15,3,6,2,7,12,12,17,12,4,21,22,21,12,13,12,16,15,23,7,0,16,20,7,10,18,2,6,17,10,7,2,5,14,11,5,16,8,18,14,16,7,3,15,4,23,5,2,18,4,10,6,6,13,9,2,13,4,23,23,3,3,2,14,2,7,2,8,23,9,12,5,6
21,19,4,8,21,0,15,21,11,1,21,8,8,22,18,22,22,3,0,7,23,9,2,20,7,8,14,7,23,2,6,16,3,1,13,18,23,20,11,17,18,8,4,4,1,2,7,9,1,13,1,2,11,6,18,8,8,18,23,6,0,1,6,5,5,13,8,7,19,19,14,5,2,17,13,14,12,16,4,7,3,8,13,13,18,13,5,22,23,22,13,14,13,17,16,0,8,1,17,21,8,11,19,3,7,18,11,8,3,6,15,12,6,17,9,19,15,17,8,4,16,5,0,6,3,19,5,11,7,7,14,10,3,14,5,0,0,4,4,3,15,3,8,3,9,0,10,13,6,7
22,20,5,9,22,1,16,22,12,2,22,9,9,23,19,23,23,4,1,8,0,10,3,21,8,9,15,8,0,3,7,17,4,2,14,19,0,21,12,18,19,9,5,5,2,3,8,10,2,14,2,3,12,7,19,9,9,19,0,7,1,2,7,6,6,14,9,8,20,20,15,6,3,18,14,15,13,17,5,8,4,9,14,14,19,14,6,23,0,23,14,15,14,18,17,1,9,2,18,22,9,12,20,4,8,19,12,9,4,7,16,13,7,18,10,20,16,18,9,5,17,6,1,7,4,20,6,12,8,8,15,11,4,15,6,1,1,5,5,4,16,4,9,4,10,1,11,14,7,8
23,21,6,10,23,2,17,23,13,3,23,10,10,0,20,0,0,5,2,9,1,11,4,22,9,10,16,9,1,4,8,18,5,3,15,20,1,22,13,19,20,10,6,6,3,4,9,11,3,15,3,4,13,8,20,10,10,20,1,8,2,3,8,7,7,15,10,9,21,21,16,7,4,19,15,16,14,18,6,9,5,10,15,15,20,15,7,0,1,0,15,16,15,19,18,2,10,3,19,23,10,13,21,5,9,20,13,10,5,8,17,14,8,19,11,21,17,19,10,6,18,7,2,8,5,21,7,13,9,9,16,12,5,16,7,2,2,6,6,5,17,5,10,5,11,2,12,15,8,9
0,22,7,11,0,3,18,0,14,4,0,11,11,1,21,1,1,6,3,10,2,12,5,23,10,11,17,10,2,5,9,19,6,4,16,21,2,23,14,20,21,11,7,7,4,5,10,12,4,16,4,5,14,9,21,11,11,21,2,9,3,4,9,8,8,16,11,10,22,22,17,8,5,20,16,17,15,19,7,10,6,11,16,16,21,16,8,1,2,1,16,17,16,20,19,3,11,4,20,0,11,14,22,6,10,21,14,11,6,9,18,15,9,20,12,22,18,20,11,7,19,8,3,9,6,22,8,14,10,10,17,13,6,17,8,3,3,7,7,6,18,6,11,6,12,3,13,16,9,10
1,23,8,12,1,4,19,1,15,5,1,12,12,2,22,2,2,7,4,11,3,13,6,0,11,12,18,11,3,6,10,20,7,5,17,22,3,0,15,21,22,12,8,8,5,6,11,13,5,17,5,6,15,10,22,12,12,22,3,10,4,5,10,9,9,17,12,11,23,23,18,9,6,21,17,18,16,20,8,11,7,12,17,17,22,17,9,2,3,2,17,18,17,21,20,4,12,5,21,1,12,15,23,7,11,22,15,12,7,10,19,16,10,21,13,23,19,21,12,8,20,9,4,10,7,23,9,15,11,11,18,14,7,18,9,4,4,8,8,7,19,7,12,7,13,4,14,17,10,11
2,0,9,13,2,5,20,2,16,6,2,13,13,3,23,3,3,8,5,12,4,14,7,1,12,13,19,12,4,7,11,21,8,6,18,23,4,1,16,22,23,13,9,9,6,7,12,14,6,18,6,7,16,11,23,13,13,23,4,11,5,6,11,10,10,18,13,12,0,0,19,10,7,22,18,19,17,21,9,12,8,13,18,18,23,18,10,3,4,3,18,19,18,22,21,5,13,6,22,2,13,16,0,8,12,23,16,13,8,11,20,17,11,22,14,0,20,22,13,9,21,10,5,11,8,0,10,16,12,12,19,15,8,19,10,5,5,9,9,8,20,8,13,8,14,5,15,18,11,12
3,1,10,14,3,6,21,3,17,7,3,14,14,4,0,4,4,9,6,13,5,15,8,2,13,14,20,13,5,8,12,22,9,7,19,0,5,2,17,23,0,14,10,10,7,8,13,15,7,19,7,8,17,12,0,14,14,0,5,12,6,7,12,11,11,19,14,13,1,1,20,11,8,23,19,20,18,22,10,13,9,14,19,19,0,19,11,4,5,4,19,20,19,23,22,6,14,7,23,3,14,17,1,9,13,0,17,14,9,12,21,18,12,23,15,1,21,23,14,10,22,11,6,12,9,1,11,17,13,13,20,16,9,20,11,6,6,10,10,9,21,9,14,9,15,6,16,19,12,13
4,2,11,15,4,7,22,4,18,8,4,15,15,5,1,5,5,10,7,14,6,16,9,3,14,15,21,14,6,9,13,23,10,8,20,1,6,3,18,0,1,15,11,11,8,9,14,16,8,20,8,9,18,13,1,15,15,1,6,13,7,8,13,12,12,20,15,14,2,2,21,12,9,0,20,21,19,23,11,14,10,15,20,20,1,20,12,5,6,5,20,21,20,0,23,7,15,8,0,4,15,18,2,10,14,1,18,15,10,13,22,19,13,0,16,2,22,0,15,11,23,12,7,13,10,2,12,18,14,14,21,17,10,21,12,7,7,11,11,10,22,10,15,10,16,7,17,20,13,14
5,3,12,16,5,8,23,5,19,9,5,16,16,6,2,6,6,11,8,15,7,17,10,4,15,16,22,15,7,10,14,0,11,9,21,2,7,4,19,1,2,16,12,12,9,10,15,17,9,21,9,10,19,14,2,16,16,2,7,14,8,9,14,13,13,21,16,15,3,3,22,13,10,1,21,22,20,0,12,15,11,16,21,21,2,21,13,6,7,6,21,22,21,1,0,8,16,9,1,5,16,19,3,11,15,2,19,16,11,14,23,20,14,1,17,3,23,1,16,12,0,13,8,14,11,3,13,19,15,15,22,18,11,22,13,8,8,12,12,11,23,11,16,11,17,8,18,21,14,15
6,4,13,17,6,9,0,6,20,10,6,17,17,7,3,7,7,12,9,16,8,18,11,5,16,17,23,16,8,11,15,1,12,10,22,3,8,5,20,2,3,17,13,13,10,11,16,18,10,22,10,11,20,15,3,17,17,3,8,15,9,10,15,14,14,22,17,16,4,4,23,14,11,2,22,23,21,1,13,16,12,17,22,22,3,22,14,7,8,7,22,23,22,2,1,9,17,10,2,6,17,20,4,12,16,3,20,17,12,15,0,21,15,2,18,4,0,2,17,13,1,14,9,15,12,4,14,20,16,16,23,19,12,23,14,9,9,13,13,12,0,12,17,12,18,9,19,22,15,16
7,5,14,18,7,10,1,7,21,11,7,18,18,8,4,8,8,13,10,17,9,19,12,6,17,18,0,17,9,12,16,2,13,11,23,4,9,6,21,3,4,18,14,14,11,12,17,19,11,23,11,12,21,16,4,18,18,4,9,16,10,11,16,15,15,23,18,17,5,5,0,15,12,3,23,0,22,2,14,17,13,18,23,23,4,23,15,8,9,8,23,0,23,3,2,10,18,11,3,7,18,21,5,13,17,4,21,18,13,16,1,22,16,3,19,5,1,3,18,14,2,15,10,16,13,5,15,21,17,17,0,20,13,0,15,10,10,14,14,13,1,13,18,13,19,10,20,23,16,17
8,6,15,19,8,11,2,8,22,12,8,19,19,9,5,9,9,14,11,18,10,20,13,7,18,19,1,18,10,13,17,3,14,12,0,5,10,7,22,4,5,19,15,15,12,13,18,20,12,0,12,13,22,17,5,19,19,5,10,17,11,12,17,16,16,0,19,18,6,6,1,16,13,4,0,1,23,3,15,18,14,19,0,0,5,0,16,9,10,9,0,1,0,4,3,11,19,12,4,8,19,22,6,14,18,5,22,19,14,17,2,23,17,4,20,6,2,4,19,15,3,16,11,17,14,6,16,22,18,18,1,21,14,1,16,11,11,15,15,14,2,14,19,14,20,11,21,0,17,18
9,7,16,20,9,12,3,9,23,13,9,20,20,10,6,10,10,15,12,19,11,21,14,8,19,20,2,19,11,14,18,4,15,13,1,6,11,8,23,5,6,20,16,16,13,14,19,21,13,1,13,14,23,18,6,20,20,6,11,18,12,13,18,17,17,1,20,19,7,7,2,17,14,5,1,2,0,4,16,19,15,20,1,1,6,1,17,10,11,10,1,2,1,5,4,12,20,13,5,9,20,23,7,15,19,6,23,20,15,18,3,0,18,5,21,7,3,5,20,16,4,17,12,18,15,7,17,23,19,19,2,22,15,2,17,12,12,16,16,15,3,15,20,15,21,12,22,1,18,19
10,8,17,21,10,13,4,10,0,14,10,21,21,11,7,11,11,16,13,20,12,22,15,9,20,21,3,20,12,15,19,5,16,14,2,7,12,9,0,6,7,21,17,17,14,15,20,22,14,2,14,15,0,19,7,21,21,7,12,19,13,14,19,18,18,2,21,20,8,8,3,18,15,6,2,3,1,5,17,20,16,21,2,2,7,2,18,11,12,11,2,3,2,6,5,13,21,14,6,10,21,0,8,16,20,7,0,21,16,19,4,1,19,6,22,8,4,6,21,17,5,18,13,19,16,8,18,0,20,20,3,23,16,3,18,13,13,17,17,16,4,16,21,16,22,13,23,2,19,20
